,assists,predF_pts_rf,predd_team_rf,first_name,second_name,,,,,,,,,,,,
299,-0.088235294,0.706566667,0.013433333,Ander,Herrera,,,,,,,,,,,,
356,0,2.061466667,0.0134,Ben,Davies,,,,,,,,,,,,
348,-0.058823529,0.919466667,0.013233333,Charlie,Austin,,,,,,,,,,,,
32,0,0.780473333,0.013,Jack,Simpson,,,,,,,,,,,,
69,0,1.714633333,0.0129,Matthew,Lowton,,,,,,,,,,,,
314,0,1.0411,0.012866667,Florian,Lejeune,,,,,,,,,,,,
167,-0.029411765,0.768833333,0.0127,Morgan,Schneiderlin,,,,,,,,,,,,
249,0.941176471,2.134,0.0126,Jordan,Henderson,,,,,,,,,,,,
84,0,0.589666667,0.012233333,Sam,Vokes,,,,,,,,,,,,
143,0,0.978433333,0.012166667,Mamadou,Sakho,,,,,,,,,,,,
121,0,1.490033333,0.012133333,Emerson,Palmieri dos Santos,,,,,,,,,,,,
146,0,0.4938,0.0116,Jason,Puncheon,,,,,,,,,,,,
460,0,1.168,0.0115,Cyrus,Christie,,,,,,,,,,,,
119,0,0.8452,0.011333333,Andreas,Christensen,,,,,,,,,,,,
499,-0.058823529,0.8118,0.0112,Mateo,Kovacic,,,,,,,,,,,,
239,-0.029411765,0.730766667,0.011166667,Dejan,Lovren,,,,,,,,,,,,
296,0,1.2253,0.011033333,Nemanja,Matic,,,,,,,,,,,,
168,-0.029411765,1.824433333,0.010833333,Idrissa,Gueye,,,,,,,,,,,,
102,-0.029411765,1.982366667,0.0108,Aron,Gunnarsson,,,,,,,,,,,,
75,0,0.966466667,0.010733333,Phil,Bardsley,,,,,,,,,,,,
65,0,1.3972,0.0107,Jürgen,Locadia,,,,,,,,,,,,
315,-0.058823529,1.5744,0.010666667,Javier,Manquillo,,,,,,,,,,,,
303,0,1.039733333,0.0105,Scott,McTominay,,,,,,,,,,,,
259,-0.029411765,1.402666667,0.010466667,Dominic,Solanke,,,,,,,,,,,,
1,0,0.686057143,0.010366667,Petr,Cech,,,,,,,,,,,,
580,0,1.261133333,0.010266667,Chris,Mepham,,,,,,,,,,,,
446,-0.058823529,0.588833333,0.01,Ken,Sema,,,,,,,,,,,,
26,-0.058823529,0.945,0.0099,Simon,Francis,,,,,,,,,,,,
181,-0.029411765,0.939533333,0.0099,Denis,Odoi,,,,,,,,,,,,
33,-0.029411765,0.925666667,0.009833333,Harry,Arter,,,,,,,,,,,,
369,0.911764706,1.923833333,0.009666667,Moussa,Sissoko,,,,,,,,,,,,
263,0,1.949666667,0.009548485,Vincent,Kompany,,,,,,,,,,,,
344,-0.058823529,0.565,0.0095,Mario,Lemina,,,,,,,,,,,,
492,0,0.621833333,0.0094,Rachid,Ghezzal,,,,,,,,,,,,
178,0,0.501733333,0.0093,Marcus,Bettinelli,,,,,,,,,,,,
435,-0.058823529,0.6268,0.009233333,Hélder,Costa,,,,,,,,,,,,
61,-0.058823529,1.039666667,0.0091,José Heriberto,Izquierdo Mena,,,,,,,,,,,,
346,0,0.579966667,0.0089,Mohamed,Elyounoussi,,,,,,,,,,,,
242,0,0.785433333,0.008766667,Joseph,Gomez,,,,,,,,,,,,
139,0,1.480933333,0.008733333,Scott,Dann,,,,,,,,,,,,
336,0,0.890833333,0.0085,Wesley,Hoedt,,,,,,,,,,,,
284,0,1.652833333,0.0083,Chris,Smalling,,,,,,,,,,,,
402,-0.029411765,0.8787,0.008166667,Aaron,Cresswell,,,,,,,,,,,,
250,-0.029411765,0.680633333,0.0081,Adam,Lallana,,,,,,,,,,,,
288,0,0.416733333,0.0081,Antonio,Valencia,,,,,,,,,,,,
51,0,0.9066,0.0079,Gaëtan,Bong,,,,,,,,,,,,
83,-0.029411765,0.3376,0.007833333,Aaron,Lennon,,,,,,,,,,,,
236,-0.147058824,1.1779,0.007666667,Kelechi,Iheanacho,,,,,,,,,,,,
466,0,0.8406,0.007566667,Yves,Bissouma,,,,,,,,,,,,
458,-0.029411765,0.719,0.007566667,Robert Kenedy,Nunes do Nascimento,,,,,,,,,,,,
21,-0.029411765,0.3333,0.007566667,Danny,Welbeck,,,,,,,,,,,,
381,-0.029411765,1.777033333,0.0075,Daryl,Janmaat,,,,,,,,,,,,
474,0,0.561833333,0.007433333,Fabricio,Agosto Ramírez,,,,,,,,,,,,
123,0,0.162133333,0.007233333,Cesc,Fàbregas,,,,,,,,,,,,
413,-0.029411765,0.789066667,0.0072,Pedro,Obiang,,,,,,,,,,,,
194,0,0.320166667,0.007166667,Tommy,Smith,,,,,,,,,,,,
408,0,1.1324,0.007066667,Ryan,Fredericks,,,,,,,,,,,,
421,0,0.4318,0.007033333,John,Ruddy,,,,,,,,,,,,
440,-0.029411765,1.877133333,0.007,Bernardo,Fernandes da Silva Junior,,,,,,,,,,,,
434,-0.029411765,1.138733333,0.006966667,Ivan,Cavaleiro,,,,,,,,,,,,
212,0,1.7582,0.006933333,Elias,Kachunga,,,,,,,,,,,,
319,0,1.1049,0.006666667,Mohamed,Diamé,,,,,,,,,,,,
342,0.970588235,1.584733333,0.006633333,Joshua,Sims,,,,,,,,,,,,
93,0,0.179223135,0.0066,Matthew,Connolly,,,,,,,,,,,,
461,-0.029411765,1.531766667,0.0065,Erik,Durm,,,,,,,,,,,,
311,0,1.3178,0.0065,Ciaran,Clark,,,,,,,,,,,,
487,0,0.465,0.0065,Alfie,Mawson,,,,,,,,,,,,
291,0,0.231066667,0.0065,Eric,Bailly,,,,,,,,,,,,
352,0,0.229733333,0.0061,Michel,Vorm,,,,,,,,,,,,
505,-0.058823529,0.509066667,0.0059,Jordan,Ayew,,,,,,,,,,,,
313,0,1.402166667,0.005833333,Paul,Dummett,,,,,,,,,,,,
368,0,0.844533333,0.005833333,Harry,Winks,,,,,,,,,,,,
16,0,0.2883,0.0058,Mohamed,Elneny,,,,,,,,,,,,
536,0,0.407933333,0.0057,Paulo,Gazzaniga,,,,,,,,,,,,
112,0,0.336333333,0.0057,Willy,Caballero,,,,,,,,,,,,
35,0,0.663366667,0.005566667,Andrew,Surman,,,,,,,,,,,,
514,-0.029411765,0.402166667,0.005566667,Isaac,Mbenza,,,,,,,,,,,,
107,-0.029411765,1.106166667,0.005466667,Kenneth,Zohore,,,,,,,,,,,,
169,0,0.675166667,0.005166667,Tom,Davies,,,,,,,,,,,,
183,0,0.440833333,0.005166667,Kevin,McDonald,,,,,,,,,,,,
539,-0.029411765,1.8728,0.0049,Grady,Diangana,,,,,,,,,,,,
50,-0.029411765,1.451666667,0.0049,Bruno,Saltor Grau,,,,,,,,,,,,
362,0,0.4987,0.0049,Mousa,Dembélé,,,,,,,,,,,,
204,0,0.3381,0.0049,Danny,Williams,,,,,,,,,,,,
160,0,0.171733333,0.0049,Mason,Holgate,,,,,,,,,,,,
77,0,0.170366667,0.0049,Steven,Defour,,,,,,,,,,,,
569,-0.058823529,0.3525,0.0047,Samir,Nasri,,,,,,,,,,,,
294,-0.058823529,2.322333333,0.0045,José Diogo,Dalot Teixeira,,,,,,,,,,,,
431,0,0.996633333,0.0045,Rúben Gonçalo,Silva Nascimento Vinagre,,,,,,,,,,,,
506,0,0.414366667,0.0045,Yerry,Mina,,,,,,,,,,,,
481,-0.029411765,0.9006,0.0044,Andreas,Pereira,,,,,,,,,,,,
209,0,0.2296,0.0044,Collin,Quaner,,,,,,,,,,,,
448,-0.029411765,1.5487,0.0043,Morgan,Gibbs-White,,,,,,,,,,,,
540,0,0.588166667,0.0041,Oliver,Skipp,,,,,,,,,,,,
170,-0.058823529,0.856366667,0.004,Ademola,Lookman,,,,,,,,,,,,
360,-0.058823529,0.615566667,0.004,Serge,Aurier,,,,,,,,,,,,
210,-0.029411765,0.4371,0.003966667,Laurent,Depoitre,,,,,,,,,,,,
298,-0.058823529,0.500133333,0.0039,Marouane,Fellaini,,,,,,,,,,,,
324,-0.029411765,1.7872,0.0035,Sung-yueng,Ki,,,,,,,,,,,,
486,-0.088235294,0.878666667,0.0034,Max,Meyer,,,,,,,,,,,,
287,0,0.622133333,0.003333333,Marcos,Rojo,,,,,,,,,,,,
516,-0.058823529,0.712133333,0.0033,Federico,Fernández,,,,,,,,,,,,
593,-0.029411765,0.176566667,0.0033,Håvard,Nordtveit,,,,,,,,,,,,
337,-0.029411765,0.173166667,0.0033,Steven,Davis,,,,,,,,,,,,
388,0,0.3543,0.0032,Tom,Cleverley,,,,,,,,,,,,
473,0,0.855033333,0.003166667,Diego,Rico,,,,,,,,,,,,
412,-0.088235294,1.5468,0.003,Cheikhou,Kouyaté,,,,,,,,,,,,
6,0,0.559933333,0.003,Rob,Holding,,,,,,,,,,,,
155,0,0.339262878,0.003,Maarten,Stekelenburg,,,,,,,,,,,,
285,-0.029411765,1.4233,0.0029,Phil,Jones,,,,,,,,,,,,
500,-0.029411765,1.324266667,0.0029,Adama,Traoré,,,,,,,,,,,,
266,0,1.164733333,0.0029,Danilo Luiz,da Silva,,,,,,,,,,,,
531,-0.029411765,0.783466667,0.0029,Sean,Longstaff,,,,,,,,,,,,
57,-0.029411765,0.5651,0.0029,Beram,Kayal,,,,,,,,,,,,
109,0,0.394781818,0.0029,Gary,Madine,,,,,,,,,,,,
217,0,0.359733333,0.0029,Danny,Simpson,,,,,,,,,,,,
71,0,0.3396,0.0029,Stephen,Ward,,,,,,,,,,,,
156,0,0.328166667,0.0029,Leighton,Baines,,,,,,,,,,,,
186,0,0.323366667,0.0029,Floyd,Ayité,,,,,,,,,,,,
349,0,0.280566667,0.0029,Manolo,Gabbiadini,,,,,,,,,,,,
73,-0.029411765,0.2513,0.0029,Kevin,Long,,,,,,,,,,,,
491,0,0.2406,0.0029,Ben,Gibson,,,,,,,,,,,,
200,0,0.194933333,0.0029,Rajiv,van La Parra,,,,,,,,,,,,
30,0,0.1763,0.0029,Tyrone,Mings,,,,,,,,,,,,
518,0,0.167133333,0.0029,Carlos,Sánchez,,,,,,,,,,,,
447,-0.029411765,0.137033333,0.0029,Jack,Wilshere,,,,,,,,,,,,
289,0,0.1277,0.0029,Matteo,Darmian,,,,,,,,,,,,
187,0,0.0743,0.0029,Neeskens,Kebano,,,,,,,,,,,,
398,0,0.29097775,0.002733333,Jerome,Sinclair,,,,,,,,,,,,
517,0,0.213266667,0.0026,Domingos,Quina,,,,,,,,,,,,
333,0,1.2578,0.0025,Jack,Stephens,,,,,,,,,,,,
54,0,0.807333333,0.0025,Leon,Balogun,,,,,,,,,,,,
269,-0.029411765,0.676266667,0.0025,Fabian,Delph,,,,,,,,,,,,
226,0,0.558,0.0025,Daniel,Amartey,,,,,,,,,,,,
161,-0.029411765,0.524533333,0.0025,Jonjoe,Kenny,,,,,,,,,,,,
418,0,0.502333333,0.0025,Andy,Carroll,,,,,,,,,,,,
39,0,0.348933333,0.0025,Lewis,Cook,,,,,,,,,,,,
185,0,0.1679,0.0025,Stefan,Johansen,,,,,,,,,,,,
386,-0.029411765,1.300933333,0.0024,Adam,Masina,,,,,,,,,,,,
387,0,0.318966667,0.002,Nathaniel,Chalobah,,,,,,,,,,,,
471,-0.029411765,0.360566667,0.001966667,Adama,Diakhaby,,,,,,,,,,,,
379,0,0.304566667,0.001833333,Miguel,Britos,,,,,,,,,,,,
38,-0.029411765,0.532766667,0.001566667,Jordon,Ibe,,,,,,,,,,,,
521,0,0.202533333,0.001333333,Ibrahima,Cissé,,,,,,,,,,,,
535,-0.029411765,0.674033333,0.0013,Kadeem,Harris,,,,,,,,,,,,
495,-0.029411765,0.599266667,0.0013,Matej,Vydra,,,,,,,,,,,,
550,-0.029411765,0.484633333,0.0013,Michael,Obafemi,,,,,,,,,,,,
235,-0.029411765,0.351433333,0.0013,Shinji,Okazaki,,,,,,,,,,,,
230,0,0.281333333,0.0013,Hamza,Choudhury,,,,,,,,,,,,
438,-0.029411765,0.2464,0.0013,Bonatini Lohner Maia,Bonatini,,,,,,,,,,,,
444,-0.029411765,0.2041,0.0013,Connor,Wickham,,,,,,,,,,,,
321,-0.029411765,0.1608,0.0013,Jacob,Murphy,,,,,,,,,,,,
467,0,0.6737,0.001166667,Greg,Cunninghamm,,,,,,,,,,,,
11,0,0.272566667,0.001166667,Stephan,Lichtsteiner,,,,,,,,,,,,
52,0,0.219818373,0.001,Markus,Suttner,,,,,,,,,,,,
20,-0.029411765,1.740233333,0.0009,Ainsley,Maitland-Niles,,,,,,,,,,,,
44,0,0.612533333,0.0009,Lys,Mousset,,,,,,,,,,,,
277,0,0.534633333,0.0009,Phil,Foden,,,,,,,,,,,,
488,0,0.4265,0.0009,Yoshinori,Muto,,,,,,,,,,,,
515,0,0.375233333,0.0009,Çaglar,Söyüncü,,,,,,,,,,,,
105,0,0.244866667,0.0009,Danny,Ward,,,,,,,,,,,,
153,0,0.2246,0.0009,Alexander,Sørloth,,,,,,,,,,,,
441,0,0.205433333,0.0009,Joel,Ward,,,,,,,,,,,,
228,0,0.1903,0.0009,Vicente,Iborra,,,,,,,,,,,,
574,0,0.703561905,0.0005,Sam,Gallagher,,,,,,,,,,,,
320,0,0.671766667,0.0005,Christian,Atsu,,,,,,,,,,,,
79,-0.029411765,0.617766667,0.0005,Robbie,Brady,,,,,,,,,,,,
570,0,0.191666667,0.0005,Callum,Slattery,,,,,,,,,,,,
439,0,0.114102952,0.0005,Jason,Steele,,,,,,,,,,,,
589,0,1.002,0.0004,Leandro,Bacuna,,,,,,,,,,,,
422,0,0.122126774,0.0004,Will,Norris,,,,,,,,,,,,
10,0,0.5006,-6.26E-17,Konstantinos,Mavropanos,,,,,,,,,,,,
608,0,0.456866667,-7.10E-17,Mason,Greenwood,,,,,,,,,,,,
148,0,0.322867041,-7.41E-17,Bakary,Sako,,,,,,,,,,,,
497,-0.029411765,0.247,-7.58E-17,Georges-Kévin,Nkoudou,,,,,,,,,,,,
397,0,0.1924,-7.62E-17,Stefano,Okaka,,,,,,,,,,,,
46,0,0.31692381,-7.71E-17,Jermain,Defoe,,,,,,,,,,,,
586,0,0.269966667,-7.87E-17,Denis,Suárez,,,,,,,,,,,,
216,0,0.2116,-7.90E-17,Christian,Fuchs,,,,,,,,,,,,
53,0,0.154570754,-7.90E-17,Ezequiel,Schelotto,,,,,,,,,,,,
207,0,0.1159,-7.97E-17,Ramadan,Sobhi,,,,,,,,,,,,
117,0,0.0762,-7.97E-17,Victor,Moses,,,,,,,,,,,,
581,0,0.147033333,-8.11E-17,Carl,Jenkinson,,,,,,,,,,,,
231,0,0.1559,-8.19E-17,Adrien Sebastian,Perruchet Silva,,,,,,,,,,,,
240,0,0.525733333,-8.23E-17,Alberto,Moreno,,,,,,,,,,,,
385,0,0.153866667,-8.43E-17,Marc,Navarro,,,,,,,,,,,,
232,0,0.069233333,-8.44E-17,Fousseni,Diabaté,,,,,,,,,,,,
120,0,0.311566667,-8.45E-17,Davide,Zappacosta,,,,,,,,,,,,
544,0,0.168533333,-8.54E-17,Ben,Wilmot,,,,,,,,,,,,
607,0,0.176,-8.65E-17,Aaron,Rowe,,,,,,,,,,,,
573,0,0.398733333,-8.69E-17,Rhys,Healey,,,,,,,,,,,,
377,0,0.148292531,-8.73E-17,Sebastian,Prödl,,,,,,,,,,,,
96,0,0.227066667,-8.76E-17,Ashley Darel Jazz,Richards,,,,,,,,,,,,
375,0,0.077963542,-8.82E-17,Younes,Kaboul,,,,,,,,,,,,
248,0,0.002631715,-8.83E-17,Alex,Oxlade-Chamberlain,,,,,,,,,,,,
560,0,0.1236,-8.87E-17,Alexandre Nascimento,Costa Silva,,,,,,,,,,,,
568,0,0.050133333,-8.90E-17,Angel,Gomes,,,,,,,,,,,,
594,0,0.0394,-8.92E-17,Lazar,Markovic,,,,,,,,,,,,
104,0,0.246366667,-8.94E-17,Loïc,Damour,,,,,,,,,,,,
612,0,0.031031715,-8.94E-17,George,Marsh,,,,,,,,,,,,
599,0,0.320039394,-8.95E-17,Sam,Surridge,,,,,,,,,,,,
196,0,0.058091447,-8.96E-17,Scott,Malone,,,,,,,,,,,,
610,0,0.030231715,-8.96E-17,Harvey,Elliott,,,,,,,,,,,,
171,0,0.014120097,-8.96E-17,Davy,Klaassen,,,,,,,,,,,,
205,0,0.083866667,-8.97E-17,Abdelhamid,Sabiri,,,,,,,,,,,,
554,0,0.156025338,-8.99E-17,Adalberto,Peñaranda,,,,,,,,,,,,
374,0,0.050131715,-9.00E-17,Pontus,Dahlberg,,,,,,,,,,,,
552,0,0.451526263,-9.02E-17,Edward,Nketiah,,,,,,,,,,,,
611,0,0.048120097,-9.04E-17,Nathan,Holland,,,,,,,,,,,,
384,0,0.041131715,-9.06E-17,Marvin,Zeegelaar,,,,,,,,,,,,
325,0,0.04025343,-9.08E-17,Dwight,Gayle,,,,,,,,,,,,
322,0,0.022120097,-9.11E-17,Mikel,Merino,,,,,,,,,,,,
373,0,0.495970668,-9.12E-17,Heurelho,Gomes,,,,,,,,,,,,
601,0,0.181466667,-9.12E-17,Demeaco,Duhaney,,,,,,,,,,,,
557,0,0.0456,-9.16E-17,Rafael,Camacho,,,,,,,,,,,,
41,0,0.004120097,-9.16E-17,Emerson,Hyndman,,,,,,,,,,,,
605,0,0.153792593,-9.17E-17,Ben,Johnson,,,,,,,,,,,,
566,0,0.083733333,-9.17E-17,Joseph,Willock,,,,,,,,,,,,
588,0,0.231803704,-9.22E-17,Antonio,Barreca,,,,,,,,,,,,
218,0,0.161734247,-9.26E-17,Yohan,Benalouane,,,,,,,,,,,,
443,0,0.034233333,-9.26E-17,Pape,Souaré,,,,,,,,,,,,
469,0,0.038120097,-9.28E-17,Kevin,Mirallas,,,,,,,,,,,,
542,0,0.382033846,-9.29E-17,Emiliano,Martínez,,,,,,,,,,,,
563,0,0.076200375,-9.31E-17,Bukayo,Saka,,,,,,,,,,,,
572,0,0.00420273,-9.31E-17,Max,Sanders,,,,,,,,,,,,
562,0,0.00839781,-9.33E-17,Tyreke,Johnson,,,,,,,,,,,,
34,0,0.182436811,-9.35E-17,Marc,Pugh,,,,,,,,,,,,
173,0,0.038120097,-9.35E-17,Nikola,Vlasic,,,,,,,,,,,,
602,0,0.00839781,-9.36E-17,James,Garner,,,,,,,,,,,,
600,0,0.005720097,-9.37E-17,Kyle,Taylor,,,,,,,,,,,,
559,0,0.00220273,-9.38E-17,Ben,White,,,,,,,,,,,,
64,0,0.116185989,-9.39E-17,Sam,Baldock,,,,,,,,,,,,
577,0,0.022120097,-9.39E-17,Callum,Roberts,,,,,,,,,,,,
582,0,0.020956353,-9.39E-17,Dan,Burn,,,,,,,,,,,,
350,0,0.000172892,-9.39E-17,Guido,Carrillo,,,,,,,,,,,,
501,0,0.032172892,-9.40E-17,Filip,Benkovic,,,,,,,,,,,,
565,0,0.132316667,-9.41E-17,Kayne,Ramsay,,,,,,,,,,,,
537,0,0.110851116,-9.43E-17,Brian,Murphy,,,,,,,,,,,,
63,0,0.02020273,-9.44E-17,Tomer,Hemed,,,,,,,,,,,,
114,0,0.3933,-9.46E-17,Gary,Cahill,,,,,,,,,,,,
558,0,0.032172892,-9.46E-17,Josh,Knight,,,,,,,,,,,,
341,0,0.000172892,-9.46E-17,Sofiane,Boufal,,,,,,,,,,,,
545,0,0.024120097,-9.48E-17,Emile,Smith-Rowe,,,,,,,,,,,,
244,0,0.004331715,-9.48E-17,Ragnar,Klavan,,,,,,,,,,,,
97,0,0.004120097,-9.49E-17,Greg,Halford,,,,,,,,,,,,
290,0,0.006172892,-9.50E-17,Daley,Blind,,,,,,,,,,,,
523,0,0.315412698,-9.51E-17,Luke,Amos,,,,,,,,,,,,
163,0,0.018120097,-9.53E-17,Cuco,Martina,,,,,,,,,,,,
603,0,0.00239781,-9.54E-17,Tahith,Chong,,,,,,,,,,,,
19,0,0.160028846,-9.55E-17,Reiss,Nelson,,,,,,,,,,,,
214,0,0.037671385,-9.55E-17,Eldin,Jakupovic,,,,,,,,,,,,
108,0,0.02521859,-9.56E-17,Omar,Bogle,,,,,,,,,,,,
103,0,0.004220097,-9.57E-17,Anthony,Pilkington,,,,,,,,,,,,
551,0,0.179231907,-9.58E-17,Viktor,Gyokeres,,,,,,,,,,,,
334,0,0.205107099,-9.59E-17,Sam,McQueen,,,,,,,,,,,,
229,0,0.075498619,-9.59E-17,Matty,James,,,,,,,,,,,,
553,0,0.115149406,-9.60E-17,Frederick,Woodman,,,,,,,,,,,,
564,0,0.000231715,-9.61E-17,Abd-Al-Ali Morakinyo Olaposi,Koiki,,,,,,,,,,,,
308,0,0.016020097,-9.62E-17,Karl,Darlow,,,,,,,,,,,,
546,0,0.15652349,-9.63E-17,Zech,Medley,,,,,,,,,,,,
89,0,0.069298139,-9.63E-17,Alex,Smithies,,,,,,,,,,,,
316,0,0.00701859,-9.63E-17,Chancel,Mbemba,,,,,,,,,,,,
609,0,0.0418496,-9.64E-17,Sam,Woods,,,,,,,,,,,,
457,0,0.019671385,-9.64E-17,Danny,Ward,,,,,,,,,,,,
86,0,0.192563766,-9.65E-17,Nahki,Wells,,,,,,,,,,,,
203,0,0.000120097,-9.66E-17,Tom,Ince,,,,,,,,,,,,
111,0,0.057561447,-9.67E-17,Thibaut,Courtois,,,,,,,,,,,,
416,0,0.022120097,-9.67E-17,Edimilson,Fernandes,,,,,,,,,,,,
530,0,0.011420097,-9.68E-17,Jamie,Sterry,,,,,,,,,,,,
597,0,0.000231715,-9.68E-17,Curtis,Jones,,,,,,,,,,,,
606,0,0.000120097,-9.68E-17,Matthew,Daly,,,,,,,,,,,,
165,0,0.00089478,-9.69E-17,Yannick,Bolasie,,,,,,,,,,,,
329,0,0.244653261,-9.70E-17,Fraser,Forster,,,,,,,,,,,,
81,0,0.159981239,-9.70E-17,Jonathan,Walters,,,,,,,,,,,,
68,0,0.080647575,-9.70E-17,Nick,Pope,,,,,,,,,,,,
578,0,0.029165048,-9.70E-17,Kazaiah,Sterling,,,,,,,,,,,,
584,0,0.029890122,-9.71E-17,Lucas,Perri,,,,,,,,,,,,
583,0,0.001831715,-9.71E-17,Josh,Benson,,,,,,,,,,,,
144,0,0.000230863,-9.71E-17,Jairo,Riedewald,,,,,,,,,,,,
307,0,0.050851923,-9.72E-17,Robert,Elliot,,,,,,,,,,,,
576,0,0.020897529,-9.72E-17,Joe,Tupper,,,,,,,,,,,,
428,0,0.046158113,-9.73E-17,Danny,Batth,,,,,,,,,,,,
424,0,0.000120097,-9.75E-17,Barry,Douglas,,,,,,,,,,,,
442,0,0.000143906,-9.76E-17,Jaroslaw,Jach,,,,,,,,,,,,
533,0,0.075505769,-9.77E-17,Ryan,Schofield,,,,,,,,,,,,
278,0,0.000120097,-9.78E-17,Brahim,Diaz,,,,,,,,,,,,
528,0,0.000120097,-9.78E-17,Kieran,Dowell,,,,,,,,,,,,
538,0,0.349638501,-9.79E-17,Alfie,Whiteman,,,,,,,,,,,,
496,0,0.000120097,-9.79E-17,Tammy,Abraham,,,,,,,,,,,,
238,0,0.000206399,-9.80E-17,Loris,Karius,,,,,,,,,,,,
520,0,0.000172892,-9.80E-17,Lee,Grant,,,,,,,,,,,,
470,0,0.00089478,-9.81E-17,Sandro,Ramírez,,,,,,,,,,,,
595,0,0.031920922,-9.83E-17,Alfie,Jones,,,,,,,,,,,,
477,0,0.000842399,-9.85E-17,Sullay,Kaikai,,,,,,,,,,,,
529,0,0.000207053,-9.85E-17,Arijanet,Muric,,,,,,,,,,,,
420,0,0.000120097,-9.85E-17,Jordan,Hugill,,,,,,,,,,,,
159,0,0.000120097,-9.85E-17,Ashley,Williams,,,,,,,,,,,,
525,0,0.247761447,-9.86E-17,Kortney,Hause,,,,,,,,,,,,
283,0,0.003422892,-9.86E-17,Sergio,Romero,,,,,,,,,,,,
261,0,0.000505546,-9.86E-17,Claudio,Bravo,,,,,,,,,,,,
485,0,0.192655922,-9.87E-17,Anders,Lindegaard,,,,,,,,,,,,
561,0,0.040343355,-9.87E-17,Timothy,Eyoma,,,,,,,,,,,,
598,0,0.035012689,-9.87E-17,Joel,Coleman,,,,,,,,,,,,
604,0,0.022113885,-9.87E-17,Philippe,Sandler,,,,,,,,,,,,
399,0,0.149108156,-9.88E-17,Adrián,San Miguel del Castillo,,,,,,,,,,,,
401,0,0.000886763,-9.88E-17,Winston,Reid,,,,,,,,,,,,
129,0,0.000120097,-9.88E-17,Tiemoué,Bakayoko,,,,,,,,,,,,
596,0,0.023557687,-9.90E-17,Cameron,John,,,,,,,,,,,,
237,0,0.000206399,-9.90E-17,Simon,Mignolet,,,,,,,,,,,,
174,0,0.000120097,-9.90E-17,Beni,Baningime,,,,,,,,,,,,
404,0,0.000120097,-9.90E-17,Sam,Byram,,,,,,,,,,,,
166,0,0.24745343,-9.92E-17,James,McCarthy,,,,,,,,,,,,
532,0,0.034760097,-9.92E-17,Tyias,Browning,,,,,,,,,,,,
130,0,0.002886763,-9.93E-17,Ethan,Ampadu,,,,,,,,,,,,
429,0,0.002786763,-9.93E-17,Roderick Jefferson,Gonçalves Miranda,,,,,,,,,,,,
567,0,0.017637174,-9.94E-17,Max,Kilman,,,,,,,,,,,,
188,0,0.006306399,-9.94E-17,Rui Pedro,da Rocha Fonte,,,,,,,,,,,,
555,0,0.140047756,-9.95E-17,Ryan John,Giles,,,,,,,,,,,,
547,0,0.002120097,-9.96E-17,Joe,Powell,,,,,,,,,,,,
541,0,0.139684706,-9.97E-17,Zeze Steven,Sessegnon,,,,,,,,,,,,
128,0,0.00309478,-9.99E-17,Daniel,Drinkwater,,,,,,,,,,,,
548,0,0.019720097,-1.00E-16,Conor,Coventry,,,,,,,,,,,,
407,0,0.00109478,-1.00E-16,Reece,Oxford,,,,,,,,,,,,
449,0,0.000120097,-1.00E-16,Rafa,Mir,,,,,,,,,,,,
436,0,0.00209478,-1.01E-16,Bright,Enobakhare,,,,,,,,,,,,
